from_stop_id,to_stop_id,transfer_type,min_transfer_time
2072,3446769,2,259
1793,6251764,2,230
2072,3446767,2,194
1793,6251763,2,243
2206,7153050,2,197
2206,7153051,2,208
2206,3926338,2,208
2076,3764608,2,259
2076,3764607,2,250
4997014,2377,2,253
2125,4044988,2,198
2112,3687078,2,191
2112,2062,2,68
5761974,2485,2,207
4996988,1767,2,217
2112,4036642,2,195
2112,4036643,2,191
2112,3687079,2,209
1746,7647712,2,416
2112,4037243,2,241
2403,5018435,2,230
2257,3682021,2,245
2076,7275143,2,218
2377,7170694,2,207
2076,7275142,2,192
2257,3682020,2,215
2287,4036965,2,202
1951,2211,2,600
2287,4036964,2,193
2072,3682086,2,212
