route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1955252,2773424,10027734240917606,102,102,0,
1955252,2773425,10027734250917606,102,102,0,
1955252,2773426,10027734260917606,102,102,0,
1955252,2773427,10027734270917606,102,102,0,
1955252,2773428,10027734280917606,102,102,0,
1955252,2773429,10027734290917606,102,102,0,
1955252,2773430,10027734300917606,102,102,0,
1955252,2773431,10027734310917606,102,102,0,
1955252,2773432,10027734320917606,102,102,0,
1955252,2773592,10027735920917606,102,102,0,
1955252,2773424,10127734240917606,102,102,0,
1955252,2773425,10127734250917606,102,102,0,
1955252,2773426,10127734260917606,102,102,0,
1955252,2773427,10127734270917606,102,102,0,
1955252,2773428,10127734280917606,102,102,0,
1955252,2773429,10127734290917606,102,102,0,
1955252,2773430,10127734300917606,102,102,0,
1955252,2773431,10127734310917606,102,102,0,
1955252,2773432,10127734320917606,102,102,0,
1955252,2773592,10127735920917606,102,102,0,
1955252,2773424,10227734240917606,102,102,0,
1955252,2773425,10227734250917606,102,102,0,
1955252,2773426,10227734260917606,102,102,0,
1955252,2773427,10227734270917606,102,102,0,
1955252,2773428,10227734280917606,102,102,0,
1955252,2773429,10227734290917606,102,102,0,
1955252,2773430,10227734300917606,102,102,0,
1955252,2773431,10227734310917606,102,102,0,
1955252,2773432,10227734320917606,102,102,0,
1955252,2773592,10227735920917606,102,102,0,
1955252,2773424,1027734240917606,102,102,0,
1955252,2773425,1027734250917606,102,102,0,
1955252,2773426,1027734260917606,102,102,0,
1955252,2773427,1027734270917606,102,102,0,
1955252,2773428,1027734280917606,102,102,0,
1955252,2773429,1027734290917606,102,102,0,
1955252,2773430,1027734300917606,102,102,0,
1955252,2773431,1027734310917606,102,102,0,
1955252,2773432,1027734320917606,102,102,0,
1955252,2773592,1027735920917606,102,102,0,
1955252,2773424,10327734240917606,102,102,0,
1955252,2773425,10327734250917606,102,102,0,
1955252,2773426,10327734260917606,102,102,0,
1955252,2773427,10327734270917606,102,102,0,
1955252,2773428,10327734280917606,102,102,0,
1955252,2773429,10327734290917606,102,102,0,
1955252,2773430,10327734300917606,102,102,0,
1955252,2773431,10327734310917606,102,102,0,
1955252,2773432,10327734320917606,102,102,0,
1955252,2773592,10327735920917606,102,102,0,
1955252,2773424,10427734240917606,102,102,0,
1955252,2773425,10427734250917606,102,102,0,
1955252,2773426,10427734260917606,102,102,0,
1955252,2773427,10427734270917606,102,102,0,
1955252,2773428,10427734280917606,102,102,0,
1955252,2773429,10427734290917606,102,102,0,
1955252,2773430,10427734300917606,102,102,0,
1955252,2773431,10427734310917606,102,102,0,
1955252,2773432,10427734320917606,102,102,0,
1955252,2773592,10427735920917606,102,102,0,
1955252,2773424,10527734240917606,102,102,0,
1955252,2773425,10527734250917606,102,102,0,
1955252,2773426,10527734260917606,102,102,0,
1955252,2773427,10527734270917606,102,102,0,
1955252,2773428,10527734280917606,102,102,0,
1955252,2773429,10527734290917606,102,102,0,
1955252,2773430,10527734300917606,102,102,0,
1955252,2773431,10527734310917606,102,102,0,
1955252,2773432,10527734320917606,102,102,0,
1955252,2773592,10527735920917606,102,102,0,
1955252,2773424,10627734240917606,102,102,0,
1955252,2773425,10627734250917606,102,102,0,
1955252,2773426,10627734260917606,102,102,0,
1955252,2773427,10627734270917606,102,102,0,
1955252,2773428,10627734280917606,102,102,0,
1955252,2773429,10627734290917606,102,102,0,
1955252,2773430,10627734300917606,102,102,0,
1955252,2773431,10627734310917606,102,102,0,
1955252,2773432,10627734320917606,102,102,0,
1955252,2773592,10627735920917606,102,102,0,
1955252,2773424,10727734240917606,102,102,0,
1955252,2773425,10727734250917606,102,102,0,
1955252,2773426,10727734260917606,102,102,0,
1955252,2773427,10727734270917606,102,102,0,
1955252,2773428,10727734280917606,102,102,0,
1955252,2773429,10727734290917606,102,102,0,
1955252,2773430,10727734300917606,102,102,0,
1955252,2773431,10727734310917606,102,102,0,
1955252,2773432,10727734320917606,102,102,0,
1955252,2773592,10727735920917606,102,102,0,
1955252,2773424,10827734240917606,102,102,0,
1955252,2773425,10827734250917606,102,102,0,
1955252,2773426,10827734260917606,102,102,0,
1955252,2773427,10827734270917606,102,102,0,
1955252,2773428,10827734280917606,102,102,0,
1955252,2773429,10827734290917606,102,102,0,
1955252,2773430,10827734300917606,102,102,0,
1955252,2773431,10827734310917606,102,102,0,
1955252,2773432,10827734320917606,102,102,0,
1955252,2773592,10827735920917606,102,102,0,
1955252,2773424,10927734240917606,102,102,0,
1955252,2773425,10927734250917606,102,102,0,
1955252,2773426,10927734260917606,102,102,0,
1955252,2773427,10927734270917606,102,102,0,
1955252,2773428,10927734280917606,102,102,0,
1955252,2773429,10927734290917606,102,102,0,
1955252,2773430,10927734300917606,102,102,0,
1955252,2773431,10927734310917606,102,102,0,
1955252,2773432,10927734320917606,102,102,0,
1955252,2773592,10927735920917606,102,102,0,
1955252,2773424,11027734240917606,102,102,0,
1955252,2773425,11027734250917606,102,102,0,
1955252,2773426,11027734260917606,102,102,0,
1955252,2773427,11027734270917606,102,102,0,
1955252,2773428,11027734280917606,102,102,0,
1955252,2773429,11027734290917606,102,102,0,
1955252,2773430,11027734300917606,102,102,0,
1955252,2773431,11027734310917606,102,102,0,
1955252,2773432,11027734320917606,102,102,0,
1955252,2773592,11027735920917606,102,102,0,
1955252,2773424,11127734240917606,102,102,0,
1955252,2773425,11127734250917606,102,102,0,
1955252,2773426,11127734260917606,102,102,0,
1955252,2773427,11127734270917606,102,102,0,
1955252,2773428,11127734280917606,102,102,0,
1955252,2773429,11127734290917606,102,102,0,
1955252,2773430,11127734300917606,102,102,0,
1955252,2773431,11127734310917606,102,102,0,
1955252,2773432,11127734320917606,102,102,0,
1955252,2773592,11127735920917606,102,102,0,
1955252,2773424,11227734240917606,102,102,0,
1955252,2773425,11227734250917606,102,102,0,
1955252,2773426,11227734260917606,102,102,0,
1955252,2773427,11227734270917606,102,102,0,
1955252,2773428,11227734280917606,102,102,0,
1955252,2773429,11227734290917606,102,102,0,
1955252,2773430,11227734300917606,102,102,0,
1955252,2773431,11227734310917606,102,102,0,
1955252,2773432,11227734320917606,102,102,0,
1955252,2773592,11227735920917606,102,102,0,
1955252,2773424,1127734240917606,102,102,0,
1955252,2773425,1127734250917606,102,102,0,
1955252,2773426,1127734260917606,102,102,0,
1955252,2773427,1127734270917606,102,102,0,
1955252,2773428,1127734280917606,102,102,0,
1955252,2773429,1127734290917606,102,102,0,
1955252,2773430,1127734300917606,102,102,0,
1955252,2773431,1127734310917606,102,102,0,
1955252,2773432,1127734320917606,102,102,0,
1955252,2773592,1127735920917606,102,102,0,
1955252,2773424,11327734240917606,102,102,0,
1955252,2773425,11327734250917606,102,102,0,
1955252,2773426,11327734260917606,102,102,0,
1955252,2773427,11327734270917606,102,102,0,
1955252,2773428,11327734280917606,102,102,0,
1955252,2773429,11327734290917606,102,102,0,
1955252,2773430,11327734300917606,102,102,0,
1955252,2773431,11327734310917606,102,102,0,
1955252,2773432,11327734320917606,102,102,0,
1955252,2773592,11327735920917606,102,102,0,
1955252,2773424,11427734240917606,102,102,0,
1955252,2773425,11427734250917606,102,102,0,
1955252,2773426,11427734260917606,102,102,0,
1955252,2773427,11427734270917606,102,102,0,
1955252,2773428,11427734280917606,102,102,0,
1955252,2773429,11427734290917606,102,102,0,
1955252,2773430,11427734300917606,102,102,0,
1955252,2773431,11427734310917606,102,102,0,
1955252,2773432,11427734320917606,102,102,0,
1955252,2773592,11427735920917606,102,102,0,
1955252,2773424,11527734240917606,102,102,0,
1955252,2773425,11527734250917606,102,102,0,
1955252,2773426,11527734260917606,102,102,0,
1955252,2773427,11527734270917606,102,102,0,
1955252,2773428,11527734280917606,102,102,0,
1955252,2773429,11527734290917606,102,102,0,
1955252,2773430,11527734300917606,102,102,0,
1955252,2773431,11527734310917606,102,102,0,
1955252,2773432,11527734320917606,102,102,0,
1955252,2773592,11527735920917606,102,102,0,
1955252,2773424,11627734240917606,102,102,0,
1955252,2773425,11627734250917606,102,102,0,
1955252,2773426,11627734260917606,102,102,0,
1955252,2773427,11627734270917606,102,102,0,
1955252,2773428,11627734280917606,102,102,0,
1955252,2773429,11627734290917606,102,102,0,
1955252,2773430,11627734300917606,102,102,0,
1955252,2773431,11627734310917606,102,102,0,
1955252,2773432,11627734320917606,102,102,0,
1955252,2773592,11627735920917606,102,102,0,
1955252,2773424,11727734240917606,102,102,0,
1955252,2773425,11727734250917606,102,102,0,
1955252,2773426,11727734260917606,102,102,0,
1955252,2773427,11727734270917606,102,102,0,
1955252,2773428,11727734280917606,102,102,0,
1955252,2773429,11727734290917606,102,102,0,
1955252,2773430,11727734300917606,102,102,0,
