from_stop_id,to_stop_id,transfer_type,min_transfer_time
4037246,2429,2,225
3765289,1751,2,252
7176243,1832,2,277
4996981,2062,2,209
4037177,2443,2,215
4037196,2155,2,221
7275279,1933,2,275
3926439,2155,2,160
4109729,2154,2,247
4037209,1945,2,253
3764731,1945,2,240
3764508,2331,2,264
6195714,2283,2,270
3813549,2429,2,218
7714379,1755,2,230
6114723,2288,2,245
5018338,2155,2,241
4022907,1856,2,196
3893471,1945,2,240
5727628,2036,2,160
5675644,2210,2,373
6217406,2147,2,191
4109728,2154,2,194
4037202,1688,2,269
3749909,2200,2,193
4022917,2283,2,286
3748082,2429,2,213
3926288,2371,2,210
7647695,1751,2,224
6423503,2067,2,302
2238,1887,2,180
1964,2155,2,109
3748093,2111,2,205
2063,2111,2,100
3764983,2111,2,195
5251749,1755,2,216
4037231,2433,2,227
3343763,1980,2,180
1968,2155,2,360
4037208,2544,2,210
7170686,2429,2,257
5454895,2036,2,314
3926299,1955,2,205
7275324,2433,2,244
4037198,2036,2,246
4016363,2383,2,270
7170684,1751,2,265
2154,5922159,2,229
3813086,2210,2,359
4009638,1980,2,202
5709885,2470,2,224
3764845,2036,2,308
7275302,1945,2,235
4022995,2342,2,239
4022906,2323,2,214
3343791,1698,2,180
1966,2155,2,298
4037174,1832,2,196
6423507,2154,2,198
3748055,2111,2,287
5709884,1725,2,260
3747837,1955,2,205
3343764,2170,2,180
5727630,2331,2,251
7275451,2036,2,199
3740315,2028,2,190
2433,4035035,2,186
2025,2544,2,59
1946,1945,2,300
4022898,2028,2,249
4037222,1856,2,292
3812918,2036,2,230
4022913,2342,2,296
5761325,2433,2,216
4037162,2035,2,208
4037216,2147,2,274
4036206,1955,2,373
4037213,1961,2,196
7275292,2433,2,186
5709884,2470,2,260
7275304,2083,2,210
3926288,1832,2,210
3926289,1832,2,196
3687078,2111,2,191
3813086,1955,2,359
4036219,2154,2,204
4044994,2111,2,241
3764548,2036,2,314
7275317,2155,2,308
3813011,1755,2,276
6591456,2036,2,200
1833,1832,2,72
3764980,2210,2,379
3687085,1892,2,226
5251748,2433,2,216
4651134,2036,2,243
3687239,1864,2,212
4036205,2210,2,379
3764846,1773,2,191
3343785,2062,2,180
4024791,2283,2,289
2154,5922160,2,193
3747834,2111,2,197
3672107,2429,2,257
5709978,2036,2,160
3926387,2036,2,246
4016270,1864,2,202
7376257,1887,2,348
7275150,2155,2,199
7275287,1856,2,214
4997020,2111,2,197
1755,4473170,2,244
1755,4473171,2,230
5710038,2036,2,314
4037200,1864,2,233
4036765,2331,2,264
3926287,2371,2,280
7376296,2433,2,264
5727632,2498,2,269
3764732,2200,2,208
4016362,1773,2,286
5018386,2155,2,213
5709890,2067,2,302
2201,1945,2,300
2289,1892,2,144
4037220,2433,2,264
4022892,2200,2,253
4036194,2116,2,223
6591541,2155,2,204
4022887,2170,2,222
2433,4035040,2,233
3877767,1803,2,252
3813084,1955,2,310
6423504,2154,2,204
3764811,2155,2,243
5018399,2155,2,241
4022943,2433,2,186
3672106,2429,2,225
4037201,1773,2,191
3922294,2154,2,234
2211,2210,2,219
5710037,2036,2,243
4024289,2342,2,211
4024196,2283,2,255
4022940,1933,2,275
1956,1955,2,247
6423506,2154,2,201
3747959,2154,2,201
4035988,1955,2,356
6114732,1892,2,226
3764661,2036,2,198
7376269,1856,2,196
4037164,2067,2,302
4037246,1751,2,225
3672263,1751,2,225
4037262,1955,2,206
4037187,2062,2,195
2035,3685679,2,219
4022897,2216,2,245
4459250,2331,2,202
3812918,2288,2,272
7275292,1755,2,186
4035990,1955,2,205
3764660,2155,2,252
4037189,2111,2,209
4022953,1945,2,240
3926293,1698,2,197
3672237,2371,2,277
7275314,2036,2,243
6195714,1887,2,299
4037243,2062,2,241
4009365,2283,2,216
6114724,1892,2,245
7275318,1864,2,233
3893399,1773,2,233
4036207,2210,2,205
4035992,2210,2,212
4037220,1755,2,264
4037199,2155,2,308
3764742,1945,2,262
4022920,1887,2,291
7275151,2036,2,189
3685861,2035,2,208
4037233,1755,2,186
3811236,2170,2,211
7161642,2036,2,213
7376269,2323,2,196
3747868,2111,2,195
4037166,2067,2,223
5231612,2210,2,373
3672171,1751,2,225
3687091,2383,2,191
4036986,2036,2,189
7275274,1887,2,348
4022943,1755,2,186
3749780,2383,2,216
4024020,2283,2,286
1893,2288,2,192
7275452,2288,2,218
4036218,2067,2,259
4016324,2036,2,243
3749781,2383,2,216
4036822,2155,2,314
6217405,2028,2,208
7275299,1961,2,196
4036649,2036,2,314
5018182,2147,2,245
4726948,2062,2,195
4035991,2210,2,379
6114731,2155,2,256
7275296,2028,2,274
3764731,2200,2,240
4016742,1803,2,296
7647696,2429,2,215
3343786,2062,2,180
4024019,2283,2,278
3685860,2154,2,201
6591847,2155,2,241
4016324,2155,2,243
6423500,2116,2,225
4016268,2036,2,314
7275452,2036,2,270
2201,2200,2,300
4009637,2170,2,239
5709891,2154,2,204
3813085,2210,2,373
6114724,2036,2,221
3813139,2028,2,234
4726942,2210,2,259
3812920,2155,2,160
7176243,2371,2,277
4028764,2035,2,247
4016265,1892,2,245
4035988,2210,2,356
4023368,2342,2,274
3748082,1751,2,213
3764807,2383,2,270
4036191,2035,2,234
4035992,1955,2,212
3764984,2062,2,216
7170682,1751,2,265
5727630,1864,2,251
4022920,2283,2,278
4037262,2210,2,206
7691432,2028,2,225
4016267,2036,2,160
4651135,2155,2,196
5727629,2155,2,308
7275305,2083,2,229
3687090,2331,2,251
4459257,2111,2,209
3716966,2210,2,359
4036642,2062,2,195
7153046,2210,2,355
2149,2028,2,68
2148,2147,2,52
3442416,2036,2,152
4016266,2155,2,221
3687696,2154,2,193
3765257,1955,2,376
5709889,2067,2,259
7275450,2036,2,243
4459258,2111,2,241
7275324,1755,2,244
4016743,2342,2,269
3672170,1832,2,277
6591847,2288,2,223
2531,2371,2,151
5709885,1725,2,224
5454896,1864,2,264
3672264,2429,2,257
4037229,2342,2,269
7161644,2036,2,213
6456027,2283,2,269
3747937,1698,2,221
3687695,2154,2,204
1803,4473168,2,207
6114723,2036,2,221
1803,4473169,2,269
5657315,1751,2,236
4016269,1864,2,264
4022901,2098,2,209
3813011,2433,2,276
4024843,2283,2,261
7376257,2283,2,230
4997023,2210,2,376
4037250,2067,2,225
3687251,2111,2,209
4037223,2323,2,214
2289,2288,2,168
2154,3685788,2,219
4459253,1892,2,245
4037214,2216,2,245
3687469,2155,2,241
2154,3685789,2,201
3687698,2154,2,215
4024291,2258,2,290
4023408,2258,2,290
3687253,2062,2,216
3749908,1945,2,190
4037231,1755,2,227
2030,2147,2,74
4022903,1755,2,264
7153046,1955,2,355
7170686,1751,2,257
3687252,2111,2,191
4015824,2258,2,290
3716895,2210,2,373
3813548,2429,2,225
3687300,2062,2,205
6423502,2116,2,259
2084,2147,2,211
7653689,2170,2,239
4036220,2154,2,194
4996975,2210,2,400
6114729,2155,2,265
3811240,2544,2,229
6114731,1892,2,226
2154,3685790,2,208
2154,3685791,2,204
3747936,2443,2,234
4028763,2154,2,234
4009365,1887,2,216
6423502,2067,2,259
4037207,2544,2,229
3672263,2429,2,225
1803,4035033,2,207
1803,4035034,2,269
3764615,1892,2,212
3672168,1751,2,213
5018183,2028,2,203
4037161,2154,2,194
4726949,2111,2,209
7691431,2147,2,225
4726946,2210,2,356
3672262,2371,2,277
4037234,2098,2,200
3747960,2035,2,216
3813082,1955,2,259
3687253,2111,2,216
7275453,2155,2,197
5454893,1892,2,226
3687428,2036,2,246
2029,2147,2,64
4023368,1803,2,274
3813079,2062,2,241
4028837,2035,2,247
7176400,2371,2,277
6251746,2288,2,239
7714379,2433,2,230
7153158,2210,2,387
1835,1832,2,230
4037160,2035,2,207
5761326,1755,2,216
4037196,2036,2,221
4016742,2342,2,296
6423505,2154,2,208
7275299,2216,2,196
6114730,1892,2,199
1913,2283,2,180
6673109,2155,2,207
5657318,2371,2,272
7275288,1856,2,292
3672237,1832,2,277
5727631,1773,2,191
6114732,2155,2,256
3813139,2147,2,234
7275290,2433,2,227
6114729,1892,2,199
6664353,1832,2,201
4726945,2210,2,373
4024288,1803,2,211
3685862,2035,2,204
3764808,1864,2,202
7275452,1892,2,218
6251746,2036,2,235
4726747,2028,2,234
4016329,2331,2,202
7275275,1887,2,348
7275281,2342,2,269
2144,2544,2,72
3748071,2470,2,224
