service_id,date,exception_type
2773262,20190404,1
2773262,20190408,1
2773262,20190409,1
2773262,20190410,1
2773262,20190411,1
2773262,20190415,1
2773262,20190416,1
2773262,20190417,1
2773262,20190418,1
12773270,20190601,1
12773270,20190706,1
12773270,20190713,1
12773270,20190720,1
12773270,20190727,1
2773261,20190421,1
2773260,20190609,1
2773268,20190802,1
2773269,20190208,1
2773269,20190215,1
2773269,20190222,1
2773269,20190315,1
2773269,20190322,1
2773269,20190329,1
2773269,20190405,1
2773269,20190412,1
2773269,20190419,1
12773269,20190209,1
12773269,20190216,1
12773269,20190223,1
12773269,20190316,1
12773269,20190323,1
12773269,20190330,1
12773269,20190406,1
12773269,20190413,1
12773269,20190420,1
12773268,20190803,1
12773267,20190602,1
12773267,20190609,1
12773267,20190616,1
12773267,20190623,1
12773267,20190630,1
12773267,20190707,1
12773267,20190714,1
12773267,20190715,1
12773267,20190721,1
12773267,20190728,1
12773267,20190804,1
12773266,20190210,1
12773266,20190217,1
12773266,20190224,1
12773266,20190303,1
12773266,20190310,1
12773266,20190317,1
12773266,20190324,1
12773266,20190331,1
12773266,20190407,1
12773266,20190414,1
12773266,20190421,1
12773266,20190428,1
12773266,20190505,1
12773266,20190512,1
12773266,20190519,1
12773266,20190526,1
12773265,20190226,1
12773265,20190227,1
12773265,20190228,1
12773265,20190301,1
12773265,20190305,1
12773265,20190306,1
12773265,20190307,1
12773265,20190308,1
12773265,20190424,1
12773265,20190425,1
12773265,20190426,1
12773265,20190430,1
12773265,20190503,1
12773265,20190507,1
12773265,20190510,1
12773265,20190514,1
12773265,20190515,1
12773265,20190516,1
12773265,20190517,1
12773265,20190521,1
12773265,20190522,1
12773265,20190523,1
12773265,20190524,1
12773265,20190528,1
12773265,20190529,1
12773265,20190604,1
12773265,20190605,1
12773265,20190606,1
12773265,20190607,1
12773265,20190612,1
12773265,20190613,1
12773265,20190614,1
12773265,20190618,1
12773265,20190619,1
12773265,20190620,1
12773265,20190621,1
12773265,20190625,1
12773265,20190626,1
12773265,20190627,1
12773265,20190628,1
12773264,20190702,1
12773264,20190703,1
12773264,20190704,1
12773264,20190705,1
12773264,20190709,1
12773264,20190710,1
12773264,20190711,1
12773264,20190712,1
12773264,20190716,1
12773264,20190717,1
12773264,20190718,1
12773264,20190719,1
12773264,20190723,1
12773264,20190724,1
12773264,20190725,1
12773264,20190726,1
12773264,20190730,1
12773264,20190731,1
12773264,20190801,1
12773263,20190802,1
12773261,20190422,1
12773262,20190206,1
12773262,20190207,1
12773262,20190208,1
12773262,20190212,1
12773262,20190213,1
12773262,20190214,1
12773262,20190215,1
12773262,20190219,1
12773262,20190220,1
12773262,20190221,1
12773262,20190222,1
12773262,20190312,1
12773262,20190313,1
12773262,20190314,1
12773262,20190315,1
12773262,20190319,1
12773262,20190320,1
12773262,20190321,1
12773262,20190322,1
12773262,20190326,1
12773262,20190327,1
12773262,20190328,1
12773262,20190329,1
12773262,20190402,1
12773262,20190403,1
12773262,20190404,1
12773262,20190405,1
12773262,20190409,1
12773262,20190410,1
12773262,20190411,1
12773262,20190412,1
12773262,20190416,1
12773262,20190417,1
12773262,20190418,1
12773262,20190419,1
12773260,20190610,1
2773270,20190531,1
2773270,20190705,1
2773270,20190712,1
2773270,20190719,1
2773270,20190726,1
2773271,20190301,1
2773271,20190308,1
2773271,20190426,1
2773271,20190430,1
2773271,20190503,1
2773271,20190507,1
2773271,20190510,1
2773271,20190517,1
2773271,20190524,1
2773271,20190529,1
2773271,20190607,1
2773271,20190614,1
2773271,20190621,1
2773271,20190628,1
