service_id,date,exception_type
2773358,20190531,1
2773358,20190705,1
2773358,20190712,1
2773358,20190719,1
2773358,20190726,1
2773357,20190802,1
2773356,20190208,1
2773356,20190301,1
2773356,20190308,1
2773356,20190315,1
2773356,20190322,1
2773356,20190329,1
2773356,20190405,1
2773356,20190412,1
2773356,20190430,1
12773346,20190603,1
12773346,20190611,1
12773346,20190617,1
12773346,20190624,1
12773346,20190701,1
12773346,20190708,1
12773346,20190722,1
12773346,20190729,1
12773347,20190211,1
12773347,20190218,1
12773347,20190225,1
12773347,20190304,1
12773347,20190311,1
12773347,20190318,1
12773347,20190325,1
12773347,20190401,1
12773347,20190408,1
12773347,20190415,1
12773347,20190423,1
12773347,20190429,1
12773347,20190502,1
12773347,20190506,1
12773347,20190509,1
12773347,20190513,1
12773347,20190520,1
12773347,20190527,1
12773347,20190531,1
12773348,20190422,1
12773349,20190702,1
12773349,20190703,1
12773349,20190704,1
12773349,20190705,1
12773349,20190709,1
12773349,20190710,1
12773349,20190711,1
12773349,20190712,1
12773349,20190716,1
12773349,20190717,1
12773349,20190718,1
12773349,20190719,1
12773349,20190723,1
12773349,20190724,1
12773349,20190725,1
12773349,20190726,1
12773349,20190730,1
12773349,20190731,1
12773349,20190801,1
2773346,20190602,1
2773346,20190610,1
2773346,20190616,1
2773346,20190623,1
2773346,20190630,1
2773346,20190707,1
2773346,20190721,1
2773346,20190728,1
12773350,20190206,1
12773350,20190207,1
12773350,20190208,1
12773350,20190226,1
12773350,20190227,1
12773350,20190228,1
12773350,20190301,1
12773350,20190305,1
12773350,20190306,1
12773350,20190307,1
12773350,20190308,1
12773350,20190312,1
12773350,20190313,1
12773350,20190314,1
12773350,20190315,1
12773350,20190319,1
12773350,20190320,1
12773350,20190321,1
12773350,20190322,1
12773350,20190326,1
12773350,20190327,1
12773350,20190328,1
12773350,20190329,1
12773350,20190402,1
12773350,20190403,1
12773350,20190404,1
12773350,20190405,1
12773350,20190409,1
12773350,20190410,1
12773350,20190411,1
12773350,20190412,1
12773350,20190430,1
2773348,20190421,1
2773347,20190210,1
2773347,20190217,1
2773347,20190224,1
2773347,20190303,1
2773347,20190310,1
2773347,20190317,1
2773347,20190324,1
2773347,20190331,1
2773347,20190407,1
2773347,20190414,1
2773347,20190422,1
2773347,20190428,1
2773347,20190501,1
2773347,20190505,1
2773347,20190508,1
2773347,20190512,1
2773347,20190519,1
2773347,20190526,1
2773347,20190530,1
2773349,20190701,1
2773349,20190702,1
2773349,20190703,1
2773349,20190704,1
2773349,20190708,1
2773349,20190709,1
2773349,20190710,1
2773349,20190711,1
2773349,20190715,1
2773349,20190716,1
2773349,20190717,1
2773349,20190718,1
2773349,20190722,1
2773349,20190723,1
2773349,20190724,1
2773349,20190725,1
2773349,20190729,1
2773349,20190730,1
2773349,20190731,1
12773357,20190803,1
12773358,20190601,1
12773358,20190706,1
12773358,20190713,1
12773358,20190720,1
12773358,20190727,1
2773350,20190205,1
2773350,20190206,1
2773350,20190207,1
2773350,20190225,1
2773350,20190226,1
2773350,20190227,1
2773350,20190228,1
2773350,20190304,1
2773350,20190305,1
2773350,20190306,1
2773350,20190307,1
2773350,20190311,1
2773350,20190312,1
2773350,20190313,1
2773350,20190314,1
2773350,20190318,1
2773350,20190319,1
2773350,20190320,1
2773350,20190321,1
2773350,20190325,1
2773350,20190326,1
2773350,20190327,1
2773350,20190328,1
2773350,20190401,1
2773350,20190402,1
2773350,20190403,1
2773350,20190404,1
2773350,20190408,1
2773350,20190409,1
2773350,20190410,1
2773350,20190411,1
2773350,20190429,1
12773355,20190216,1
12773355,20190223,1
12773355,20190420,1
12773355,20190427,1
12773355,20190504,1
12773355,20190508,1
12773355,20190511,1
12773355,20190518,1
12773355,20190525,1
12773355,20190530,1
12773355,20190608,1
12773355,20190615,1
12773355,20190622,1
12773355,20190629,1
12773356,20190209,1
12773356,20190302,1
12773356,20190309,1
12773356,20190316,1
12773356,20190323,1
12773356,20190330,1
12773356,20190406,1
12773356,20190413,1
12773356,20190501,1
2773351,20190211,1
2773351,20190212,1
2773351,20190213,1
2773351,20190214,1
2773351,20190218,1
2773351,20190219,1
2773351,20190220,1
2773351,20190221,1
2773351,20190415,1
2773351,20190416,1
2773351,20190417,1
2773351,20190418,1
2773351,20190423,1
2773351,20190424,1
2773351,20190425,1
2773351,20190502,1
