route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1197658,2773346,10027733460795505,101,101,0,
1197658,2773347,10027733470795505,101,101,0,
1197658,2773348,10027733480795505,101,101,0,
1197658,2773349,10027733490795505,101,101,0,
1197658,2773350,10027733500795505,101,101,0,
1197658,2773351,10027733510795505,101,101,0,
1197658,2773352,10027733520795505,101,101,0,
1197658,2773353,10027733530795505,101,101,0,
1197658,2773354,10027733540795505,101,101,0,
1197658,2773355,10027733550795505,101,101,0,
1197658,2773356,10027733560795505,101,101,0,
1197658,2773357,10027733570795505,101,101,0,
1197658,2773358,10027733580795505,101,101,0,
1197658,2773346,10127733460795505,101,101,0,
1197658,2773347,10127733470795505,101,101,0,
1197658,2773348,10127733480795505,101,101,0,
1197658,2773349,10127733490795505,101,101,0,
1197658,2773350,10127733500795505,101,101,0,
1197658,2773351,10127733510795505,101,101,0,
1197658,2773352,10127733520795505,101,101,0,
1197658,2773353,10127733530795505,101,101,0,
1197658,2773354,10127733540795505,101,101,0,
1197658,2773355,10127733550795505,101,101,0,
1197658,2773356,10127733560795505,101,101,0,
1197658,2773357,10127733570795505,101,101,0,
1197658,2773358,10127733580795505,101,101,0,
1197658,2773346,10227733460795505,101,101,0,
1197658,2773347,10227733470795505,101,101,0,
1197658,2773348,10227733480795505,101,101,0,
1197658,2773349,10227733490795505,101,101,0,
1197658,2773350,10227733500795505,101,101,0,
1197658,2773351,10227733510795505,101,101,0,
1197658,2773352,10227733520795505,101,101,0,
1197658,2773353,10227733530795505,101,101,0,
1197658,2773354,10227733540795505,101,101,0,
1197658,2773355,10227733550795505,101,101,0,
1197658,2773356,10227733560795505,101,101,0,
1197658,2773357,10227733570795505,101,101,0,
1197658,2773358,10227733580795505,101,101,0,
1197658,2773346,1027733460795505,101,101,0,
1197658,2773347,1027733470795505,101,101,0,
1197658,2773348,1027733480795505,101,101,0,
1197658,2773349,1027733490795505,101,101,0,
1197658,2773350,1027733500795505,101,101,0,
1197658,2773351,1027733510795505,101,101,0,
1197658,2773352,1027733520795505,101,101,0,
1197658,2773353,1027733530795505,101,101,0,
1197658,2773354,1027733540795505,101,101,0,
1197658,2773355,1027733550795505,101,101,0,
1197658,2773356,1027733560795505,101,101,0,
1197658,2773357,1027733570795505,101,101,0,
1197658,2773358,1027733580795505,101,101,0,
1197658,2773346,10327733460795505,101,101,0,
1197658,2773347,10327733470795505,101,101,0,
1197658,2773348,10327733480795505,101,101,0,
1197658,2773349,10327733490795505,101,101,0,
1197658,2773350,10327733500795505,101,101,0,
1197658,2773351,10327733510795505,101,101,0,
1197658,2773352,10327733520795505,101,101,0,
1197658,2773353,10327733530795505,101,101,0,
1197658,2773354,10327733540795505,101,101,0,
1197658,2773355,10327733550795505,101,101,0,
1197658,2773356,10327733560795505,101,101,0,
1197658,2773357,10327733570795505,101,101,0,
