route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1197616,2773593,10027735930912409,102,102,0,
1197616,2773594,10027735940912409,102,102,0,
1197616,2773595,10027735950912409,102,102,0,
1197616,2773596,10027735960912409,102,102,0,
1197616,2773597,10027735970912409,102,102,0,
1197616,2773598,10027735980912409,102,102,0,
1197616,2773599,10027735990912409,102,102,0,
1197616,2773600,10027736000912409,102,102,0,
1197616,2773601,10027736010912409,102,102,0,
1197616,2773602,10027736020912409,102,102,0,
1197616,2773603,10027736030912409,102,102,0,
1197616,2773604,10027736040912409,102,102,0,
1197616,2773605,10027736050912409,102,102,0,
1197616,2773593,10127735930912409,102,102,0,
1197616,2773594,10127735940912409,102,102,0,
1197616,2773595,10127735950912409,102,102,0,
1197616,2773596,10127735960912409,102,102,0,
1197616,2773597,10127735970912409,102,102,0,
1197616,2773598,10127735980912409,102,102,0,
1197616,2773599,10127735990912409,102,102,0,
1197616,2773600,10127736000912409,102,102,0,
1197616,2773601,10127736010912409,102,102,0,
1197616,2773602,10127736020912409,102,102,0,
1197616,2773603,10127736030912409,102,102,0,
1197616,2773604,10127736040912409,102,102,0,
1197616,2773605,10127736050912409,102,102,0,
1197616,2773593,10227735930912409,102,102,0,
1197616,2773594,10227735940912409,102,102,0,
1197616,2773595,10227735950912409,102,102,0,
1197616,2773596,10227735960912409,102,102,0,
1197616,2773597,10227735970912409,102,102,0,
1197616,2773598,10227735980912409,102,102,0,
1197616,2773599,10227735990912409,102,102,0,
1197616,2773600,10227736000912409,102,102,0,
1197616,2773601,10227736010912409,102,102,0,
1197616,2773602,10227736020912409,102,102,0,
1197616,2773603,10227736030912409,102,102,0,
1197616,2773604,10227736040912409,102,102,0,
1197616,2773605,10227736050912409,102,102,0,
1197616,2773593,1027735930912409,102,102,0,
1197616,2773594,1027735940912409,102,102,0,
1197616,2773595,1027735950912409,102,102,0,
1197616,2773596,1027735960912409,102,102,0,
1197616,2773597,1027735970912409,102,102,0,
1197616,2773598,1027735980912409,102,102,0,
1197616,2773599,1027735990912409,102,102,0,
1197616,2773600,1027736000912409,102,102,0,
1197616,2773601,1027736010912409,102,102,0,
1197616,2773602,1027736020912409,102,102,0,
1197616,2773603,1027736030912409,102,102,0,
1197616,2773604,1027736040912409,102,102,0,
1197616,2773605,1027736050912409,102,102,0,
1197616,2773593,10327735930912409,102,102,0,
1197616,2773594,10327735940912409,102,102,0,
1197616,2773595,10327735950912409,102,102,0,
1197616,2773596,10327735960912409,102,102,0,
1197616,2773597,10327735970912409,102,102,0,
1197616,2773598,10327735980912409,102,102,0,
1197616,2773599,10327735990912409,102,102,0,
1197616,2773600,10327736000912409,102,102,0,
1197616,2773601,10327736010912409,102,102,0,
1197616,2773602,10327736020912409,102,102,0,
1197616,2773603,10327736030912409,102,102,0,
1197616,2773604,10327736040912409,102,102,0,
1197616,2773605,10327736050912409,102,102,0,
1197616,2773593,10427735930912409,102,102,0,
1197616,2773594,10427735940912409,102,102,0,
1197616,2773595,10427735950912409,102,102,0,
1197616,2773596,10427735960912409,102,102,0,
1197616,2773597,10427735970912409,102,102,0,
1197616,2773598,10427735980912409,102,102,0,
1197616,2773599,10427735990912409,102,102,0,
1197616,2773600,10427736000912409,102,102,0,
1197616,2773601,10427736010912409,102,102,0,
1197616,2773602,10427736020912409,102,102,0,
1197616,2773603,10427736030912409,102,102,0,
1197616,2773604,10427736040912409,102,102,0,
1197616,2773605,10427736050912409,102,102,0,
1197616,2773593,10527735930912409,102,102,0,
1197616,2773594,10527735940912409,102,102,0,
1197616,2773595,10527735950912409,102,102,0,
1197616,2773596,10527735960912409,102,102,0,
1197616,2773597,10527735970912409,102,102,0,
1197616,2773598,10527735980912409,102,102,0,
1197616,2773599,10527735990912409,102,102,0,
1197616,2773600,10527736000912409,102,102,0,
1197616,2773601,10527736010912409,102,102,0,
1197616,2773602,10527736020912409,102,102,0,
1197616,2773603,10527736030912409,102,102,0,
1197616,2773604,10527736040912409,102,102,0,
1197616,2773605,10527736050912409,102,102,0,
1197616,2773593,10627735930912409,102,102,0,
1197616,2773594,10627735940912409,102,102,0,
1197616,2773595,10627735950912409,102,102,0,
1197616,2773596,10627735960912409,102,102,0,
1197616,2773597,10627735970912409,102,102,0,
1197616,2773598,10627735980912409,102,102,0,
1197616,2773599,10627735990912409,102,102,0,
1197616,2773600,10627736000912409,102,102,0,
1197616,2773601,10627736010912409,102,102,0,
1197616,2773602,10627736020912409,102,102,0,
1197616,2773603,10627736030912409,102,102,0,
1197616,2773604,10627736040912409,102,102,0,
1197616,2773605,10627736050912409,102,102,0,
1197616,2773593,10727735930912409,102,102,0,
1197616,2773594,10727735940912409,102,102,0,
1197616,2773595,10727735950912409,102,102,0,
1197616,2773596,10727735960912409,102,102,0,
1197616,2773597,10727735970912409,102,102,0,
1197616,2773598,10727735980912409,102,102,0,
1197616,2773599,10727735990912409,102,102,0,
1197616,2773600,10727736000912409,102,102,0,
1197616,2773601,10727736010912409,102,102,0,
1197616,2773602,10727736020912409,102,102,0,
1197616,2773603,10727736030912409,102,102,0,
1197616,2773604,10727736040912409,102,102,0,
1197616,2773605,10727736050912409,102,102,0,
1197616,2773593,10827735930912409,102,102,0,
1197616,2773594,10827735940912409,102,102,0,
1197616,2773595,10827735950912409,102,102,0,
1197616,2773596,10827735960912409,102,102,0,
1197616,2773597,10827735970912409,102,102,0,
1197616,2773598,10827735980912409,102,102,0,
1197616,2773599,10827735990912409,102,102,0,
1197616,2773600,10827736000912409,102,102,0,
1197616,2773601,10827736010912409,102,102,0,
1197616,2773602,10827736020912409,102,102,0,
1197616,2773603,10827736030912409,102,102,0,
1197616,2773604,10827736040912409,102,102,0,
1197616,2773605,10827736050912409,102,102,0,
1197616,2773593,10927735930912409,102,102,0,
1197616,2773594,10927735940912409,102,102,0,
1197616,2773595,10927735950912409,102,102,0,
1197616,2773596,10927735960912409,102,102,0,
1197616,2773597,10927735970912409,102,102,0,
1197616,2773598,10927735980912409,102,102,0,
1197616,2773599,10927735990912409,102,102,0,
1197616,2773600,10927736000912409,102,102,0,
1197616,2773601,10927736010912409,102,102,0,
1197616,2773602,10927736020912409,102,102,0,
1197616,2773603,10927736030912409,102,102,0,
1197616,2773604,10927736040912409,102,102,0,
1197616,2773605,10927736050912409,102,102,0,
1197616,2773593,11027735930912409,102,102,0,
1197616,2773594,11027735940912409,102,102,0,
1197616,2773595,11027735950912409,102,102,0,
1197616,2773596,11027735960912409,102,102,0,
1197616,2773597,11027735970912409,102,102,0,
1197616,2773598,11027735980912409,102,102,0,
1197616,2773599,11027735990912409,102,102,0,
1197616,2773600,11027736000912409,102,102,0,
1197616,2773601,11027736010912409,102,102,0,
1197616,2773602,11027736020912409,102,102,0,
1197616,2773603,11027736030912409,102,102,0,
1197616,2773604,11027736040912409,102,102,0,
1197616,2773605,11027736050912409,102,102,0,
1197616,2773593,11127735930912409,102,102,0,
1197616,2773594,11127735940912409,102,102,0,
1197616,2773595,11127735950912409,102,102,0,
1197616,2773596,11127735960912409,102,102,0,
1197616,2773597,11127735970912409,102,102,0,
1197616,2773598,11127735980912409,102,102,0,
1197616,2773599,11127735990912409,102,102,0,
1197616,2773600,11127736000912409,102,102,0,
1197616,2773601,11127736010912409,102,102,0,
1197616,2773602,11127736020912409,102,102,0,
1197616,2773603,11127736030912409,102,102,0,
1197616,2773604,11127736040912409,102,102,0,
1197616,2773605,11127736050912409,102,102,0,
1197616,2773593,11227735930912409,102,102,0,
1197616,2773594,11227735940912409,102,102,0,
1197616,2773595,11227735950912409,102,102,0,
1197616,2773596,11227735960912409,102,102,0,
1197616,2773597,11227735970912409,102,102,0,
1197616,2773598,11227735980912409,102,102,0,
1197616,2773599,11227735990912409,102,102,0,
1197616,2773600,11227736000912409,102,102,0,
1197616,2773601,11227736010912409,102,102,0,
1197616,2773602,11227736020912409,102,102,0,
1197616,2773603,11227736030912409,102,102,0,
1197616,2773604,11227736040912409,102,102,0,
1197616,2773605,11227736050912409,102,102,0,
1197616,2773593,1127735930912409,102,102,0,
1197616,2773594,1127735940912409,102,102,0,
1197616,2773595,1127735950912409,102,102,0,
1197616,2773596,1127735960912409,102,102,0,
1197616,2773597,1127735970912409,102,102,0,
1197616,2773598,1127735980912409,102,102,0,
1197616,2773599,1127735990912409,102,102,0,
1197616,2773600,1127736000912409,102,102,0,
1197616,2773601,1127736010912409,102,102,0,
