service_id,date,exception_type
2773363,20190307,1
2773363,20190422,1
2773363,20190423,1
2773363,20190424,1
2773363,20190425,1
2773363,20190429,1
2773363,20190430,1
2773363,20190501,1
2773363,20190502,1
2773363,20190603,1
2773363,20190604,1
2773363,20190605,1
2773363,20190606,1
2773363,20190610,1
2773363,20190611,1
2773363,20190612,1
2773363,20190613,1
2773363,20190617,1
2773363,20190618,1
2773363,20190619,1
2773363,20190620,1
2773363,20190624,1
2773363,20190625,1
2773363,20190626,1
2773363,20190627,1
2773363,20190701,1
2773363,20190702,1
2773363,20190703,1
2773363,20190704,1
12773365,20190210,1
12773365,20190217,1
12773365,20190224,1
12773365,20190317,1
12773365,20190324,1
12773365,20190331,1
12773365,20190407,1
12773365,20190414,1
12773365,20190421,1
12773365,20190512,1
12773365,20190519,1
12773365,20190526,1
12773365,20190602,1
2773364,20190205,1
2773364,20190206,1
2773364,20190207,1
2773364,20190211,1
2773364,20190212,1
2773364,20190213,1
2773364,20190214,1
2773364,20190218,1
2773364,20190219,1
2773364,20190220,1
2773364,20190221,1
2773364,20190311,1
2773364,20190312,1
2773364,20190313,1
2773364,20190314,1
2773364,20190318,1
2773364,20190319,1
2773364,20190320,1
2773364,20190321,1
2773364,20190325,1
2773364,20190326,1
2773364,20190327,1
2773364,20190328,1
2773364,20190401,1
2773364,20190402,1
2773364,20190403,1
2773364,20190404,1
2773364,20190408,1
2773364,20190409,1
2773364,20190410,1
2773364,20190411,1
2773364,20190415,1
2773364,20190416,1
2773364,20190417,1
2773364,20190418,1
2773364,20190506,1
2773364,20190507,1
2773364,20190508,1
2773364,20190509,1
2773364,20190513,1
2773364,20190514,1
2773364,20190515,1
2773364,20190516,1
2773364,20190520,1
2773364,20190521,1
2773364,20190522,1
2773364,20190523,1
2773364,20190527,1
2773364,20190528,1
2773364,20190529,1
2773364,20190530,1
