from_stop_id,to_stop_id,transfer_type,min_transfer_time
6591512,1804,2,232
7275146,2488,2,257
3765233,2517,2,224
4008891,1804,2,242
4008863,2242,2,271
2468,2460,2,480
5018390,1678,2,270
3811242,2201,2,193
5231590,1993,2,268
3811230,2227,2,195
4036660,2286,2,257
3748066,2531,2,201
4037286,1946,2,262
3926283,2133,2,229
4036635,2513,2,194
4008856,1637,2,216
6423467,2527,2,217
6591501,2425,2,284
4726962,2447,2,282
1889,2286,2,67
7131599,2088,2,319
4008945,2343,2,239
1651,1832,2,136
6423472,2311,2,235
4008884,1899,2,234
6591510,2549,2,251
2359,2358,2,56
6591506,1884,2,302
4459265,2513,2,225
4022957,2441,2,241
3740539,2242,2,198
3690071,2133,2,247
4036826,2447,2,282
5419723,1804,2,228
967988,2527,2,180
1723,2460,2,480
4022893,1946,2,235
3764796,1890,2,198
4008246,1814,2,263
4037284,1715,2,199
4008236,2453,2,236
5018222,1890,2,198
6423470,2311,2,229
4036617,2269,2,195
3749939,2441,2,301
4008944,1804,2,240
3749938,2358,2,225
6591511,1804,2,202
3764732,1946,2,208
3681850,2280,2,225
4459280,2183,2,270
4037171,2531,2,204
4022957,1730,2,241
6423466,1647,2,207
5121339,1804,2,232
3764770,1946,2,262
3812998,1895,2,244
3740520,1819,2,225
4492570,1873,2,252
3747930,1633,2,226
5727640,2043,2,245
3740516,2286,2,257
3673595,1633,2,225
4364002,2269,2,252
5231635,2269,2,208
1677,2488,2,63
4037286,2201,2,262
3811229,1702,2,215
7176399,1651,2,270
3765150,1890,2,198
5018334,2488,2,257
3811246,2162,2,219
3764768,2358,2,225
7176248,2286,2,198
3926288,1651,2,210
7176242,2531,2,270
3926279,2423,2,211
4008945,1804,2,239
3764771,2201,2,208
3740528,1895,2,245
3749909,1946,2,193
3749939,1730,2,301
2053,2286,2,250
3749913,2460,2,243
3926286,1651,2,217
4016319,1702,2,199
3807569,2190,2,268
4726956,2527,2,279
2449,5922218,2,255
4036620,2183,2,262
7275302,2201,2,235
3926287,2531,2,198
7176247,1972,2,230
4199377,1873,2,195
6423487,2531,2,201
4022953,2201,2,240
4473413,2343,2,240
5231618,2513,2,225
4996989,2527,2,207
7176399,2531,2,270
1166841,2460,2,140
5657310,2278,2,207
4726961,2447,2,192
5018222,2286,2,198
3672262,1651,2,270
6591450,2527,2,217
4726955,2527,2,254
1166840,1715,2,140
7176248,1890,2,198
4008839,1715,2,243
3926286,2531,2,217
3813000,1895,2,270
3764503,2447,2,199
3926214,1890,2,186
3740532,2517,2,224
3812997,2291,2,214
4008891,2343,2,242
4008876,1747,2,284
4008215,2441,2,212
3749689,1890,2,267
4726957,1678,2,281
